type,author,text
comment,@nurlailinurlaili9481,Ya. Bisa. La. Bpom. Dan. MUI. Malas. Kerja. Cuman. Makan. Gaji. Buta. Sama. Bisnis. Sampingan. Dan. Cuman. Cari.enak.perut.nya.sendiri.bom.dan.mui.gak.ada.guna.dinegeri.ini.cuman.ngbisin.duit.rakyat
comment,@yosepinyohanes112,"Memang agak rumit mengatasi soal ini, , apalagi diera sekarang yg persaingan bisnisnya semakin ketat,, janganka pebisnis, pemulung saja  keras persaingannya😂, , 
   Solusinya ada sebenarnya, sertifikasi halalnya di perpanjang kayak SIM, ,setahun sekali, 2 thn sekali atau 3 thn sekali,,, tapi, waktu perpanjangannya *ACAK* , biar pengusaha yg nakal takut jika ingin berbuat curang,, cuma masalahnya, mental kita ini udah rusak,, pasti ada aja celahnya,, aparatnya disuap jadi inporman,,"
comment,@BagasArtby-yv8bg,"Halal Indonesia meragukan, saya masih lebih percaya Halal yang dikeluarkan MUI."
comment,@CardimanDiman-y2v,Knp sampai bs beredar d pasaran . . . Petugas gmn kerjanya .   .
comment,@muhammadimronalir8675,😮
comment,@momosmse,Bubarkan saja bpom nya ga fungsi dlam pengawasan produk.
comment,@almashortss,Kok iso?
comment,@ponchannel79,"Bagian Halal nya disuap amplop duit juga OK OK aj deh,
Aman lancar"
comment,@Aliansyah_21,"Tangkap pelaku, x pak..."
comment,@padasgempallpadasgempall95,"Ada uang bisa halal,korupsi haram ada uang halal...."
comment,@TheJoker-k3z,"Yang penting cair duitnya, tanpa lama, langsung kasih stempel halal😂"
comment,@ariyanto1981,SEBUTKAN LENGKAPPRODUKNYA DI BAWAH 👇:
comment,@ariyanto1981,Entahlah
comment,@misranarianto7132,Selalu terjadi😢
comment,@Asihono-z5k,Brita basi di indonesia ini yg berkaitan pemprintahan 99persen kemunafikan
comment,@KenZhai,"Liat merk2nya gak pernah keliatan kayaknya di minimart deket rumah. Lagipula gw lebih doyan produk lokal, bukan yg import kayak gitu."
comment,@sayyidsabiq4854,Intinya Kita Selaku Umat Muslim Kalau  BELI Suatu MAKANAN Dan Produk2 USAHAKAN YG OWNERNYA ASLI ORANG MUSLIM Yg Bener2Muslim. Dah Itu Aja...
comment,@aufaakawaii3889,"Adakah produk lain yg mau ikut nyusul nih....????!!!!
Konohakonoha"
comment,@savasiva8938,Waduhhhhhhh
comment,@BasilliaMarabelofheliaR,Rusak bangsa ini jika tdk dserahkan paada Ahli nya. smua nya urusan uang & poitik.
comment,@ekafatihah2676,Lebih haram lagi yg suka korupsi
comment,@bagindas9500,"Saya mulai curiga nya ketika logo halal mui itu diganti, sbb jauh sebelum nya hal ini telah dibongkar oleh seorang ketua misionaris dizaman pak harto dimana tujuan utama nya adlah agar seluruh umat islam di indonesia tidak makbul doa nya, dgn begitu mereka sangat mudah dikalahkan & disesatkan.,"
comment,@ahmadmaarifullaali8867,Be babe. Ko bisa
comment,@MuhammadjuhriyadiJuhriyadi,Yg di cari hanya ke untungan
comment,@abunawas5571,"Bukan masyarakatnya yg waspada tapi MUI nya bro .....masyarakat taunya ada tulisan halal ....

MUI tidur ya ....kurang gaji pa?😂"
comment,@MatsuriIbnkasim,Pemerintah bertanggung jawab penuh atas masalah ini
reply,@incasalamiyah2706,dari dulu saya gak percaya...selagi ayam msh mau makan jagung ..
comment,@Kdwnto,"KALO UDAH FULUS, GADA TUH HALAL/HARAMM. Semua FULUS HALAL"
comment,@AgusBaidi-r3x,ga penting
comment,@salsasokolski9215,Suap!suap! Money!money!
comment,@radengumelar6420,"Udah gk anehhhh,"
comment,@salsasokolski9215,Kok bisa lolos dari BPOM????
comment,@salsasokolski9215,Ayo siapa yg mau di salah khan?
comment,@deqeto,Pak. .kalau benar2 diterapkan menjadi muslim sejati. . dan harus Halal yg dipakai dan melarang yg haram. .bisa2 umat ini pada pakai celana dari daun. .🤣🤣🤣
comment,@Bulan-x6w,"Kenapa harus diambil alih dari MUI sertifikasi halal, umumkan brand haram berlabel halal ajukan ke pengadilan karna pelecehan agama dan penipuan, juga lembaga yg keluarkan sertifikasi halal"
comment,@Zabitha15,😂😂😂😂itu artinya cuanlah sang raja
comment,@kucingbngl2993,Kok cmn dua😮
comment,@ilhamaliyudin8918,Mana nama bentuk produknya..kok di sembunyikan di..jgn di smbunyikan dong..supaya muslim tau..
comment,@millacesa3802,Tutup aja pabrik nya
comment,@kucingbngl2993,Tunjukkan produk apa aja jd muslim pd tauuuu....😮
comment,@santoarnoldus5205,Yg penting bukan kencing unta 😂😂😂😂
comment,@kucingbngl2993,"Knapa Produknya pake di guremin,yg jls dong😮"
comment,@FarhanMabrur,"Amit amit
Gak di tarik"
comment,@eddysopian5962,Makannan apa lu ga jeulas. Jgan di umpet2in.
comment,@bangusbangus6779,"MUI hanya butuh uang,jadi bubarkan saja MUI."
comment,@wahyunoedevoichi4485,efek jera apaan . KENAPA GAK DI TUNTUT SECARA HUKUM . KALAU CUMA DI PERINGATKAN .CIH
comment,@Justice.999,KERJAAN YAHUDI LAKNATULLOH
comment,@paridamjomo7976,Bpom tidur atau sudah kenyang.
comment,@bonijandarsawiyana5879,"wowo kok ya merekrut ODGJ
MUI bubarin saja tak ada gunanya"
comment,@Preinakal-2123,Pretlah haram halal..giliran uang haram ga takut..miras ga takut .pacaran zinah ga takut..judol ga takut..pinjol ga takut cwiiihhh
comment,@BerySantoso-mk5hf,Zaman presiden siapa kan sudah ketahuan dalangnya
comment,@banjarbungas1618,lucu pak haìkal😂😂
comment,@marasi63,Gak cuma penarikan tetapi penjarakan pemilik usahanya. Makanya lhu ba'alwi jangan bikin onar terus (memaksa mengaku keturunan nabi padahal tidak secuilpun) sehingga lupa tugasmu sebagai ulama.
comment,@MaiiaLestari,semenjak tidak dibawah naungan mui jd kayak gini
comment,@mulyonoyono2342,Ko bisa lolos BPOM bagaimana 😊
comment,@mubinhafizdin7037,"hadeh sama aja dg pejabatnya, knp gk disebutin 7 produk tsb"
comment,@bangjiebchanel6659,Negeri ini sudah rusak
comment,@AyuKartika-j8q,Kok barang yg haram ini nggak di kasik jenis produknya
comment,@abdulnoval3252,"Bisa sebab banyak yg terkait cinta dunia, Tuhan juga mereka tidak takut, apalagi manusia"
comment,@HUND-03,BPOM 😂 ....JD INGAT KASUS GAGAL GINJAL PULUHAN BALITA GARA2 OBAT BATUK MENGANDUNG ZAT BERBAHAYA LOLOS BPOM😢😢😢..DANNNN BPOM NGELESSSSS
comment,@RorainU,"Klo pengusaha memasang label halal, tp ada kandungan yg haram, hrs ditindak TEGAS !!! Jangan bersikap lembek. Cabut ijinnya !!"
comment,@Rodiansyah-e5y,"Babe perut nya makin gendut aja,🫢😆

Jaga kehatan be khawati kena sakit GULA"
comment,@semangatbelajar1705,"*Babe ini sebelum jadi pejabat punya jenggot,, lalu setelah jadi pejabat jengggot ilang,, kira2 ada yg tau kenapa??*"
comment,@SiskaSiska-y5r,"NGGEDHABRUS THOK,,,"
comment,@Retrospxa,ada duit urusan lancar
comment,@KasrudinAnshar,"Di negara konoha Ada flus masalah selesai, jadi gk usah heran heran, di konoha mah udh biasaaah, uang negara aja di sikat ko, ada uang semua bisa di atur, yg benar kita bisa salahin yg haram kita bisa halalkan, ini candaan kalau di anggap serius juga gk apa apa😅😅"
comment,@barokahtante8148,"9 produknya gambarnya kecil gak jelas,besarin dong gambarnya biar kita tau"
comment,@ekanuryanti3400,"Kok bisa diijinkan dpt label halal pdhl haram? Apakah saat sebelum diberikan label halal tidak dicek lab dulu oleh BPPOM????
Atau produsennya yg merubah kandungan produk setelah diberi label halal?"
comment,@CilacapBercahaya-d9n,Ada unsur penipuan & TDK usah Impor2  Stop
comment,@NuurAnisa-bp9ci,Belum tau china😂😂😂
comment,@tumadiyanto9382,Sebutkan saja produknya apa saja
comment,@UmmuFah,Ya Allah..Alhamdulillah msh selamat..kemarin ank saya nangis² minta belikan mushmellow yg di minimarket itu karna termakan iklan tp gk saya kasih karna menurut saya makanan seperti itu gk baik utk kesehatan.Ternyata benar² merusak alias haram.Sungguh sangat meresahkan masyarakat terutama bagi kami yg muslim.
reply,@RukmawatiHidayat,Kalo marshmallow yang eceran di warung bagaimana ya?
comment,@bagastimorchannel8577,"Gak aneh di negara Konoha ini mah, semuanya bisa di Beli wkwkwkkkkkk"
comment,@anggimulya2818,"grebek dan tangkap oknum"" nya ,"
comment,@mrdoyo706,Bisa jadi ini ada UNSUR KESENGAJAAN DAN PENIPUAN. TINDAK TEGAS PELAKUNYA.
comment,@LuisMoluis,Label sertifikat halal keluar rezim  sebelum nya sangat mengerikan karena hampir semua tempat boleh menempel lebel tersebut.
comment,@deviyuliani9991,Dialfa sama indo banyak yang jual itu. . .inilah akibat logo halal sering di ubah
comment,@KasrudinAnshar,"Kalau di konoha gk usah heran kasus kasus seperti ini, yg salah aja bisa di benarkan, korupsi hampir tiap hari  ada berita yg masuk, kalau di konoha suap menyuap asalkan bisa terbit itu udh biasa asalkan flus, ini fakta, duit yg berbicara."
comment,@mrdoyo706,BPOM SEHARUSNYA LEBIH AKTIF UNTUK MEMANTAU/MEMERIKSA SETIAP PRODUK agar masyarakat tidak tertipu dengan produk yang diharamkan.
comment,@dickyjoelsaputra4991,"sertifikat cuman logo doang , kagak guna 😂"
comment,@nurudinmuhammad5331,Sertifikasi HALAL diperjualbelikan
comment,@narendrashawqi9810,yang tau tau ajaa laaa
comment,@mrdoyo706,"Pemerintah BERANI GAK MENINDAK TEGAS kasus ini?
Atau BIARKAN SAJA NGAPAIN REPOT-REPOT."
comment,@pelautindonesia6837,Bapak tv one .. jangan lupa kasus Mega koruptor di up terus.. tks
comment,@leonarahmateatea1414,Curangnya mereka yah ketika ada sidak langsung menghilangkan barbuk dan ketika uji lab yah yang halal masalah produksi lain lagi
comment,@agustriyadi4979,Yahhh babe fpi lo percayaa😂
comment,@doyanpokemon584,bayar bayar bayar
comment,@fisarojuly8988,Berarti ketauan ya selama ini ga ada yg dicek kayanya. Duait buat ngecek dikemanakan ya
comment,@SaripanSarip,Ada uang ..yg haram jadi halal..
comment,@bantasafran6031,Ngk halal tp beredar rusak x
comment,@mascahyo2530,cukup di sebarluaskan nama dan merek nya supaya masyarakat tau.
comment,@mzk5628,Dikonoha selain korupsi apa sih yg halal ?
comment,@asiahabdulwahab6093,Ternyata benar omongannya mbak Marisha haque
comment,@Popo-f6p,Berita lebay bukankah MUI bilang halal ..kenapa ribut ya..
comment,@terdamparsampaiujung,Kembalikan ke MUI
comment,@AngMuMuang,Harus tegas jgn bikin resah masyarakt...
comment,@achiskaka3115,"BPJPH KALIAN TERLALU LEMAH
KALIAM BUBAR AJA
KENAPA HARUS DI BERIHKAN SANKSI
PERUSAHAAN WAJIB DI TUTUP DAN BOS NYA WAJIB DI TANGKAP"
comment,@jinnanfamily,"Ya itulah Indonesia, keuntungan lebih penting dari pada manfaat untuk masyarakat😅😅😅"
comment,@achiskaka3115,"TUTUP PERUSAHAANNYA
DAN TANGKAP BOS NYA
JANGAN CUMA PENYITAAN BARANG AJA
NEGARA HARUS TEGAS
KLO NEGARA TIDAK TEGAS
BIAR RAKYAT YG MEMBERIKAN HUKUMAN
UNTUK APA DI BERIHKAN SANKSI KLIAN PARA PEMERINTAH TERLALU LEMAH"
comment,@parmanbutuk5818,Ada di bagian atas nama produknya sudah jelas
comment,@abadibahagia5248,"Yg tdk halal itu miras..., knp masih dijual di bar2..!!"
comment,@BudiSantoso-u6n,Label belum tentu menjamin kebenaran yg terkandung dalam produk terkait...
comment,@rustiatipanggabean4877,Waspada prodack folygami
comment,@Dedek-eo8gn,Label halal yang mengesahkan harus di usut
comment,@yoshuahs17,Duit bikin mata buta😂
comment,@wibowosantoso1966,Halal versi yakult ini mah😊
comment,@BudiSantoso-x3b,"Ta dan i.omong doang.umumkan,dan hukum seberat2nya.pemerintah plonga plongo"
comment,@singoedan1089,"Yaelah..
Gaus sok kaget lah
Di negara ini apa sih yg gak bisa dimainkan? Disogok?"
comment,@denisatriawan894,Gampang disuap sih! Menjijikkan ulah kalian.
comment,@jasnihamid1169,BUBAR JE LA KUNOHA SBB MINIM SANGAT ORG2 BAIK DAN JUJUR.
comment,@nurwataniah9026,"Gemezz dengar omongan babe haikal malam ini yg live. kok beda isi ngomongnya dengan malam ini ya dg vidio itu.. takut sekali di kritik, aneehh.."
comment,@jenggot_rider,Yg menanggung dosa yg ngeluarin sertifikat. Insya allah yg terlanjur makan ga dosa..
comment,@EdahJaja,"Tampilkan dong barang nya ,kita beuli yng dimakan ga tahu ada logonya kita ga dosa yng dosa yng bersangkutan"
comment,@fakoneuwyong,"Seperti ""oknum"" yg bisa jadi Pejabat walaupun tidak halal."
comment,@dutaduta5445,Label HALAH bersertifikat bisa jadi setelah ada Acc dan transaksi pemberian uang kpd team terkait😅 menyedihka  negri ini minim orang jujur
comment,@ridhosaja6741,Kembalikan sertifikasi halal ke MUI.......
comment,@AntokFeri,Lanjutkan investigasi menyeluruh!
comment,@HeriGustiyana,Waduh bahaya ini bisa menularkan sifat ga baik ke anak kita
comment,@eko4351,"udah bener label halal dari MUI, malah label halal di bikin dari pemerintah, ya gini...
 cuman asal stempel halal doang, yg penting udah setor duit ke pemerintah..."
comment,@daradjatun4530,"Ind negara mayoritas Islam, jadi yg harus di jujurkan ya produk haram...kalo halal ya pasti...kalo salah bahasa saya tlg di koreksi."
comment,@Azzahirla,"Kalo udah bertahun-tahun artinya kurang pengawasan, pecatin dah pegawai yg gak kompeten berbahaya🤦"
comment,@alineasatu1,*_NEGARA ANEH... SEHARUS NYA YG DIBUAT ITU LABEL HARAM KARENA MAYORITAS RAKYAT NYA BERAGAMA ISLAM_*
comment,@tomycavalera6748,Banyak sekali perusahaan nakal...saya  tau persis krn sy dulu juga bekerja di perusahaan pengolah makanan...sample yang dikirim untuk uji lab pemerintah itu biasanya mmg sudah dibikin dulu biar hasilnya sesuai keinginan....beda dengan yang ada di lini produksi...biasa lah itu....hahahaha
comment,@fredev5701,"Kla gitu siapa yg bisa di percaya lagi ya.....kla ternyata masih lolos dari Halal ,apakah ini korupsi lagi..."
comment,@sukartabinwarga7885,Perlu juga dipublikasikan luas bahwa KORUPSI HARAM! Dipampang di jalan2 umum
comment,@agan_rizwar7826,"BPJPH dan BPOM itu hanya lembaga jual beli sertifikat saja skrg, jaminan nya bisa di beli oleh oknum demi jualan laris di indonesia"
comment,@ZulfianDmi,Kalau sudah ada setoran uang untuk Ormas mii semua jadi halal mii g akan periksa lagi itu produk istilah nya a 1
comment,@anitaeliyanadjafar5331,Jahat bsnget. Semoga Allah membalasnya
comment,@albuequerque,"USUL :
SEBAIKNYA RESTO YANG TIDAK HALAL DITULIS ""NON HALAL"" YANG HALAL TIDAK PERLU DITULIS KARENA DI INDO MAYORITAS MAKAN HALAL"
comment,@TheParanod,"Dulu dipegang MUI.
Sekarang dipegang Kementerian.
Tahu sendirilah...."
comment,@Cedric_Diggory260,"Dear Babeh Zainal, saya si ga peduli bapak ngecek jutaan, milyaran, bahkan triliunan produk,  ya itu tugas bapak dan saya juga yakin bapak bekerja secara tim dan tidak sendirian, ""APA SUSAHNYA, SAYA MINTA MAAF KARNA TELAH TELEDOR DAN KELOLOSAN"" 

dan buat teman2 semua, produk itu kan sudah jelas tertera, tinggal di selidiki dari perusahaan mana, ""Semoga ada sanksi sosial buat pelaku usaha yg semacam itu"" ."
reply,@SantiKohen,Yup se7
reply,@mechataufiq7252,@@Cedric_Diggory260 baiknya kembalikan lagi ke MU kang yaqut.
comment,@SitiSiti-qy4sl,"Masyarakat Indonesia di memang bisa di bohongi kenapa,karna pengawasan itu terlambat"
comment,@bondantawang7932,kembalikan sertifikasi halal ke MUI gara2 logo halal mirip wayang yaa gini ini...
comment,@HarudinUdin-x5x,"Ktnya siapapun presidennya saya oposisi. Di dlm kekuasa,annya itu haram"
comment,@HanSaputra-1188,Ya beginilah jadinya kalau oknum-oknum dapat dibeli etos kerjanya ... rakyat lagi yang jadi korban 😂😂😂
comment,@imambudi2957,WOOOW. INI PENGEDARNYA  HARUS DIHUKUM KARENA TELAH MENIPU KONSUMEN
comment,@anangsopyan6512,"Gk usah heran, namanya jg Indonesia, apapun bisa"
reply,@edyali8817,Kawin pun ada yg haram
comment,@harsonoyoiharsono8083,Apa aja jenisnya ini info
comment,@Nahda_cannel,Ngg pernah liat dah w. di warung madura padahal 24 jam .😅
reply,@trihandayani3126,Kayknya di indomart...
comment,@gamemodification,Akibat dari Ormas NU fokusnya cuma ngerubah logo Halal jadi logo Wayang 🤦🤦🤦
comment,@rahmadali4807,Itu jelas penipuan . Pidana sdh .
comment,@dyahpangastuti1302,Yang mengeluarkan sertifikat halal siapa? Yang ngetes kehalalan dan sekarang bilang itu nggak halal siapa? Bukankah badan yang sama
comment,@AffanWars,"TRUS SIAPA YANG BERTANGGUNG JAWAB

KALO DI JEPANG PEMILIK DAN PENGURUS PERUSAHAAN SUDAH MUNCUL MINTA MAAD"
comment,@IbnuNurRofiq,"Tidak ada tindakan hukum, parah"
comment,@MmdaniMmdani,Untuk mendapatkan sertifikat halal bukannya susah dicek berlapis ? Kalo sampai lolos apakah ngecek nya sambil tidur? Yang penting fulus pasti mulus .
comment,@Jaja.P-i6s,label halal cuma formalitas doang
comment,@muhamadnaib9729,Halal versi logo Nusantara
comment,@kurnaincawang4136,"Logo halal cuma LABEL tidak menjamin isinya, kecuali yg buat orang islam tidak perlu label sy percsya"
comment,@wurihandayani9127,Apa produknyaaaaaaaaa???????
comment,@kharismaradya3786,"Banyak orang tidak jujur, dari petingginya juga..."
comment,@Ahmadkhusairi-is2kk,"Produk makanan mengandung non halal tetapi bersertifikat halal, produk Trsebut harus di tarik dari pasaran,pemilik produk maupun yg memberi sertifikat halal harus di tindak dan di hukum"
reply,@NuurAnisa-bp9ci,Itu dr china dan pilipin.apa sih yg gak bisa buat china 😂😂😂
reply,@Dewisartika-js4lm,Setuju 👍👍👍
reply,@AidilDjengi,Yg memberikan label Halah itu yg harus ditindak dan harus bertanggung jawab
comment,@sudirwan9989,Indonesia gitu lho apa sih yg ngk bisa
comment,@ZulaikhaAbdillah,Sertifikat palsu.
comment,@HenriGrag,Di negri ini haram pun halal x
comment,@LaukDaun-kz2rv,"di menit 6:20 produk nya di tampilin jelas , 
mangkanya nonton jangan di skip skip !"
reply,@MusiatiAti-se4hq,Ya.menyimak
reply,@joeaziz7490,Tapi harus juga di buatkan listnya... Untuk rujukan...
comment,@humanfreelance5535,"KABAR BURUK
DIKIRIM SETIAP HARI
OLEH NEGARA....

Kami rakyat kecil hanya menerima dampak saja, 90% dampaknya negatif.

Bayar pajak tapi tdk dpt sepenuhnya dr hasil negara, dan dikorup.
Bayar bbm (SDA negara,rakyat yg bayarin) dan dikorup dr pejabat hingga oknum spbu.
Makanan&minuman, sbg kebutuhan primer&sekunder pun masih terancam jauh dari kenyamanan dan kemanfaatan.

INI NEGERI KOK BEGINI AMAT!!!!!!"
comment,@wijayaaa88,sertifikat kan bisa di beli
comment,@packdarso8984,"Kok bisa berlebel halal ternyata haram,jangan jangan ada unsur suap"
comment,@anonim87724,"Ya bisa min katro amat lu ndeso, ini republik sulap min dari yang ada  jadi tiada dari yang tiada di ada²"
comment,@Sakukurata4001,"Para pelaku usaha nakal jgn dikasih ruang, tutup total, krg ajar sekali."
comment,@tawonlanang_69,Bisa lolos knpa... karena mungkin ada duit...😅
comment,@AlOl-e9k,Pemerintahan indonesia tuh aneh..produk haram d maslahkan..makan uang haram d halalkan..
comment,@7bimbim,2:55 kalau mau tahu barang apa aja yang ada babinya
comment,@wayaetani,Yang penting bayar... 😂
comment,@adnancikatim3387,Abeh kok ngak pake topi golf😂
comment,@galeripermata,"BPOM bukannya melarang tapi memang tidak bisa. Jika tidak ada label halal, makanan atau minuman tidak boleh beredar....

Jadi, salahkan si pemberi Halal yaaa...

Kalo mereka gak di kasih duit, makanan dan minuman tidak boleh beredar"
comment,@cross8691,ini di mana mui nya kok bisa kebobolan
comment,@akohkiss-miss345,"Kriminal tingkat tinggi , wajib dihukum berat"
comment,@andiridwanandi,Ini akibat pejabat dan aparat sudah mendarah daging KKN. 😊
comment,@noerhzm5554,"UDAH RAHASIA UMUM LAH, RATA2 SAAT DAFTAR HALAL PASTI DIKASIH LIAT INGREDINTS NYA YG HALAL TAPI BEGITU TAHAP PRODUKSI KAN INGREDINETS DI RUBAH SEMUA PAK, DI PABRIK TEMPAT SY KERJA JUGA BEGITU, ADA HALALNYA TAPI KAN SAAT DI PRODUKSI BEDA LAH ISINYA"
comment,@baperplay1362,"udah gak aneh, konoha !!!"
comment,@slametsiswoyo8328,Ada apa dengan B pom
comment,@F4B14N98,Pertanyaannya knp bisa dulu diberikan sertifikasi halal? Apakah auditnya gak bener? Atau unsur kesengajaan yg harusnya pidana terkait UU label dan UU perlindungan konsumen.
comment,@PakdeDe-x1n,Pembuat label halal perlu d periksa.. tapi siapa yg  harus meriksaa.
comment,@slametsiswoyo8328,"Jenis produk apa saja, yang tidak halal kasih tau masyarakat"
comment,@edymarcosrojo2843,BPOM dan MUI kerjanya apa...taunya cuma duit doank kali yeeeeeeee.......dasar Indonesia negara paling aneh gak jelas...
comment,@julmamonto969,Ngapain aja yang bertugas untuk mengawasi kok bisa kecolongan
comment,@Anginribut111,tangkap to pengurus BPOM nx....!terima suap to pasti
comment,@defahibbdefahibb6620,"UNTUK BUAT SERTIFIKAT HALAL UMKM AJA CUMA WAWANCARA DOANG, GA PAKAI UJI LAB"
comment,@zchannel7663,Sudah korup semua lini
comment,@PakKuuss,INI PEKERJAAN MUI GIMANA KOK BISA  KAN SEHARUSNYA SEMUA PRODUK YANG DI BERI. SERTIPIKAT HALAL SUDAH DI KONTROL OLEH MUI
comment,@andimawardi3060,"Giliran kulkas,cat tembok,dispenser,dilabel"
comment,@kadiraja8612,"Bukan penarikan tapi proses yg buat halalnya ,nanti akan terjadi kembali dan tak ada jeranya ,pidanakan yg tegas 😛😛😭😭"
comment,@WongRembang-m8t,"Sertifikatnya di ganti "" Halal BI Halal saja"
comment,@AnsoriAnsori-v2s,Kalian para pemimpin pemerintahan yg zdolim kepada rakyat  akan di tuntut di dunia dan ahirat
comment,@budiwiyono5444,KULKAS  HALAL .. ALAT TULIS HALAL ..   ga habis fikri saya
comment,@mbakniti,itu lah orang curang 😢
comment,@IrawanWidodo-ho3ms,Duit duit
comment,@srisarjana6882,Lembaga yg mengeluarkan sertifikat halal yg harus dituntut & diproses. Potensi KKN sangat tinggi
comment,@coplahngacoy5261,😅😅😅😅😅😅👍👍👍lanjutkaan
comment,@iwantoni6399,Orang gak tau tuhan mana tau dosa😂😂
comment,@andiparasyid6614,"Sanksi yang lebih berat,"
comment,@MarlisaIca-r3s,Ap aj produk ny klo mw ngasih berita itu biar kita waspadai
comment,@barciellfahri5373,"Anjirrrr... Gw kmren baru bliin ank gw marsmlow yng itu dari alamart, harus sahadad lgi ga dong"""""
comment,@selalusemangat2521,"Pas izin memang halal.
Tapi kan ga mungkin tiap hari di cek ke bagian produksi."
comment,@cucukartini810,"Ih kurang ajar banget, mau bikin ribut."
comment,@Molliepuftt_spamz,Na'udzubillahimindalik..amit amit🥹😭😭
comment,@jokosantoso8844,"Oknum Sertifikasi nya ngawur... Tak pandai tentang halal, tapi dipaksa halal😂😂😂"
reply,@hajahrihana3760,"Selain dari makanan adakah lg dari minuman yg set"" an,dan juga obat"" an yg diharamkan/tdk halal"
comment,@anaksoleh6425,"Knp tdk di penjara,,,,,,,krn itu penistaan agama kategorinya"
comment,@Queenakhalila,Apa yg tdk mungkin di Konoha..semua bisa terjadi yg penting ada uang masuk ke kantong..Krn di Konoha tuhan pun tdk ditakuti...ha.ha
comment,@MuhammadAbrahamQuraisy,"Sudah jelaskan semuanya , dari zaman bahela klo yang beginian pasti slalu ada , namanya juga negara Konoha."
comment,@sandiahmad6374,emang epek rusak ya rezim masih terasa
comment,@dianfatimahazzahra-sb3el,Proses hukum yg mengeluarkan sertifikat produk halal....
reply,@cikalrejo6392,Ada indikasi komposisinya di rubah bos..setelah ada sertifikat halal.
reply,@lbraham_Ali,Setelah keluar halal...baru dicampur bambanh namnya juga pengusaha jahat.
comment,@Sketsandrik,Bayarnya kurang.. 😂
comment,@XioHamidah,apa aj tuh kasih tau biar gak d konsumsi.
comment,@anr4k954,Pak haikal asan gak perna mimpi ketemu nabi lagi? 🤣🤣🤣
comment,@aghnymardhiyah1157,"Kenyataannya, BISA."
comment,@andyscma198,"Artinya yang lebih haram bukan makanannya tapi korupsinya,,, 😂, coba kalok pejabatnya ngak korupsi ngak mungkin makanan haram labelnya halal 😂"
comment,@TokoJakarta-u2r,Mui kok begitu yg kenapa gk di beri tau merkx betul2 biadap
reply,@syariefdirgantara628,"Lah kok jadi ke MUI 😂
Sejak era Jokowi lalu, urusan sertifikasi & label halal itu sdh diambil aih oleh kementrian Agama (yg menteri Agama nya : si Yaqut Banser)."
comment,@umaryani1279,Harus di penjara karena klaao hanya begitu tidak ada jera .negara laen urusan ketat .di indonesia kasabaran .
comment,@erwinirawan2477,Saya lebih percaya halal MUI daripada halal bawang merah buatan yaquth
comment,@ibusay961,Sebut kan biar rakyat tahu
comment,@AlamSemesta-h4r,Benar kata pak haikal bentuk penipuan ini
comment,@JonizarJoni234,MUI n BPOM harus di selidiki... Ini serius krn sdh membodohi umat islam...
comment,@bonnyandika3043,"Gila ini, bener2 jahat yaa, mau dibawa kemana negara ini?  Benar2 gelap"
comment,@ArisSimbolun,Belinya dimana ya
comment,@NurSyamsi-rh2tl,Mkanya belilah produk UMKM yg walaupun tdak ada Lebel halal TPI dijamin halal
comment,@JonizarJoni234,Kok bs ada sertifikat halal padahal haram buat islam... Siapa yg mmberikan sertifikat halal... MUI harus bertanggung jawab... Brrti MUI hy mnerima uang alias korupsi ga di adakah penelitian di laboratorium dulu atau mrk ini bkrja sama dpom bersama sama mkn uang sogokan...
reply,@syariefdirgantara628,"Lah kok jadi ke MUI 😂
Sejak era Jokowi lalu, urusan sertifikasi & label halal itu sdh diambil aih oleh kementrian Agama (yg menteri Agama nya : si Yaqut Banser).

Nah tuh, melek. Wkwkwkkk."
comment,@SiNoyNe-qd6rq,Bolehkah hal hal yang sangat penting seperti ini jangan ditipu? Bohongkah kalian? Asem kecut emang. Pare pahit.
comment,@makmursinbad4331,Sebutin nm produknya
reply,@parmanbutuk5818,Sudah jelas di sebut kan di atas
reply,@hajirahmad7551,Kalo nonton jgn merem aja
reply,@zealelyptica9428,"​@@hajirahmad7551 itu cuman nama  dagang ny aja, banyak yg jual model gitu, tulis nama perusahaan ny, misal makanan dari Chinaa, ini malah cukan nama merek dagang"
comment,@anggraenipuspaindah7682,"Champchamp 
Untung sekali doang beli"
comment,@riswoyoriswoyo1482,Kecolongan
comment,@user8274gbwq,"Ayo Umat Muslim bersatulah,diNegri tercinta ini,dan periksalah dengan teliti produk produk makanan kemasan dan penyedap rasa,agar kita sbagai muslim terhindar dari penyakit penyakit yg datangnya dari sesuatu yang diharamkan🙂"
reply,@sahabatceria5381,Gimana mau periksa???ekonomi Indonesia dikuasai dan dikendalikan org yg kalian bilang kafir😂😂😂😂
reply,@joeaziz7490,​@@sahabatceria5381kenapa gak bisa... Kan politik dan kekuasaan masih di pegang oleh umat Islam... cuma takutnya pemimpin yang kita sangka muslim cuma pengcitraan pada kelompok mayoritas demi untuk kekal berkuasa...
comment,@mancing_liar_jakarta,Ini Haikal penjilat bukan ya 🤔
comment,@narti2383,Biasalah mata ketemu mata   turun ke bawah meja 🤣🤣🤣🤣
comment,@adjieadjah,Apa oknum bpom dan mui di suap pake uang haram?
comment,@Arfami-f8c,Bayar bayar bayar... Lancar.. Konoha gitu lhoo
comment,@iskandarw24,halal MUI lebih ok.
